Specialty,Specialty Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Cardiology,MC,Electrophysiological Study,MC012A,Electrophysiological Study,73700
Cardiology,MC,Electrophysiological Study,MC012B,"Electrophysiological Study 
with Radio Frequency Ablation",27700
Cardiology,MC,Percutaneous Transluminal Septal Myocardial Ablation,MC013A,Percutaneous Transluminal Septal Myocardial Ablation,34000
Cardiology,MC,Temporary Pacemaker implantation,MC014A,Temporary Pacemaker implantation,19200
CTVS,SV,Temporary Pacemaker implantation,MC014A,Temporary Pacemaker implantation,19200
Cardiology,MC,Single Chamber Permanent Pacemaker Implantation,MC015A,"Permanent Pacemaker Implantation - 
Single Chamber",24500
CTVS,SV,Single Chamber Permanent Pacemaker Implantation,MC015A,"Permanent Pacemaker Implantation - 
Single Chamber",24500
Cardiology,MC,Double Chamber Permanent Pacemaker Implantation,MC016A,"Permanent Pacemaker Implantation - 
Double Chamber",33000
CTVS,SV,Double Chamber Permanent Pacemaker Implantation,MC016A,"Permanent Pacemaker Implantation - 
Double Chamber",33000
Cardiology,MC,Peripheral Angioplasty,MC017A,Peripheral Angioplasty,55500
Cardiology,MC,"Bronchial artery Embolisation
(for Haemoptysis)",MC018A,"Bronchial artery Embolisation 
(for Haemoptysis)",32800
Cardiology,MC,Pericardiocentesis,MC019A,Pericardiocentesis,12100
General Surgery,SG,Pericardiocentesis,MC019A,Pericardiocentesis,12100
Cardiology,MC,Systemic Thrombolysis (for MI),MC020A,Systemic Thrombolysis (for MI),17900
Cardiology,MC,Embolization,MC021A,Arteriovenous Malformation (AVM) in the Limbs,40600
Cardiology,MC,Follow up - Cardiology,MC022A,First Follow-up-  2-4 weeks after discharge - AT NETWORK HOSPITAL,0
Cardiology,MC,follow up  -Cardiology,MC022B,Second Follow-up- After 3 months,4000
Cardiology,MC,follow up  -Cardiology,MC022C,Third Follow-up- After 3 months,2000
Cardiology,MC,follow up  -Cardiology,MC022D,fourth Follow-up- After 3 months,2000
Cardiology,MC,follow up  -Cardiology,MC022E,FifthFollow-up - After 3 months,2000
General Medicine,MG,Acute febrile illness,MG001A,Acute febrile illness,0
Pediatric Medical Management,MG,Acute febrile illness,MG001A,Acute febrile illness,0
Primay Care,PHCnCHC,Acute febrile illness,MG001A,Acute febrile illness,0
General Medicine,MG,Severe sepsis,MG002A,Severe sepsis,0
Pediatric Medical Management,MG,Severe sepsis,MG002A,Severe sepsis,0
General Medicine,MG,Severe sepsis,MG002B,Septic shock,0
HRP,HRP,Severe sepsis,MG002B,Septic shock,0
Pediatric Medical Management,MG,Severe sepsis,MG002B,Septic shock,0
General Medicine,MG,Malaria,MG003A,Malaria,0
Pediatric Medical Management,MG,Malaria,MG003A,Malaria,0
Primay Care,PHCnCHC,Malaria,MG003A,Malaria,0
General Medicine,MG,Malaria,MG003B,Complicated malaria,20000
Pediatric Medical Management,MG,Malaria,MG003B,Complicated malaria,20000
General Medicine,MG,Dengue fever,MG004A,Dengue fever,0
Pediatric Medical Management,MG,Dengue fever,MG004A,Dengue fever,0
Primay Care,PHCnCHC,Dengue fever,MG004A,Dengue fever,0
General Medicine,MG,Dengue fever,MG004B,Dengue hemorrhagic fever,0
Pediatric Medical Management,MG,Dengue fever,MG004B,Dengue hemorrhagic fever,0
General Medicine,MG,Dengue fever,MG004C,Dengue shock syndrome,0
Pediatric Medical Management,MG,Dengue fever,MG004C,Dengue shock syndrome,0
General Medicine,MG,Chikungunya fever,MG005A,Chikungunya fever,0
Pediatric Medical Management,MG,Chikungunya fever,MG005A,Chikungunya fever,0
Primay Care,PHCnCHC,Chikungunya fever,MG005A,Chikungunya fever,0
General Medicine,MG,Enteric fever,MG006A,Enteric fever,0
Pediatric Medical Management,MG,Enteric fever,MG006A,Enteric fever,0
Primay Care,PHCnCHC,Enteric fever,MG006A,Enteric fever,0
General Medicine,MG,HIV with complications,MG007A,HIV with complications,0
Pediatric Medical Management,MG,HIV with complications,MG007A,HIV with complications,0
General Medicine,MG,Leptospirosis,MG008A,Leptospirosis,0
Pediatric Medical Management,MG,Leptospirosis,MG008A,Leptospirosis,0
Primay Care,PHCnCHC,Leptospirosis,MG008A,Leptospirosis,0
General Medicine,MG,Acute gastroenteritis with dehydration,MG009A,Acute gastroenteritis with moderate dehydration,0
HRP,HRP,Acute gastroenteritis with dehydration,MG009A,Acute gastroenteritis with moderate dehydration,0
Pallative Medicine,PM,Acute gastroenteritis with dehydration,MG009A,Acute gastroenteritis with moderate dehydration,0
Pediatric Medical Management,MG,Acute gastroenteritis with dehydration,MG009A,Acute gastroenteritis with moderate dehydration,0
Primay Care,PHCnCHC,Acute gastroenteritis with dehydration,MG009A,Acute gastroenteritis with moderate dehydration,0
General Medicine,MG,Acute gastroenteritis with dehydration,MG009B,Acute gastroenteritis with severe dehydration,0
HRP,HRP,Acute gastroenteritis with dehydration,MG009B,Acute gastroenteritis with severe dehydration,0
Pallative Medicine,PM,Acute gastroenteritis with dehydration,MG009B,Acute gastroenteritis with severe dehydration,0
Pediatric Medical Management,MG,Acute gastroenteritis with dehydration,MG009B,Acute gastroenteritis with severe dehydration,0
Primay Care,PHCnCHC,Acute gastroenteritis with dehydration,MG009B,Acute gastroenteritis with severe dehydration,0
General Medicine,MG,Chronic PD catheter Insertion,MG0100A,Chronic PD catheter Insertion,4700
Pallative Medicine,PM,Chronic PD catheter Insertion,MG0100A,Chronic PD catheter Insertion,4700
Primay Care,PHCnCHC,Chronic PD catheter Insertion,MG0100A,Chronic PD catheter Insertion,4700
General Medicine,MG,Acute severe ulcerative colitis,MG0101A,Acute severe ulcerative colitis,0
Pallative Medicine,PM,Acute severe ulcerative colitis,MG0101A,Acute severe ulcerative colitis,0
General Medicine,MG,Mesenteric Ischemia,MG0102A,Mesenteric Ischemia,0
Pallative Medicine,PM,Mesenteric Ischemia,MG0102A,Mesenteric Ischemia,0
General Medicine,MG,Intestinal obstruction,MG0103A,Intestinal obstruction,0
Pallative Medicine,PM,Intestinal obstruction,MG0103A,Intestinal obstruction,0
General Medicine,MG,Acute necrotizing severe pancreatitis,MG0104A,Acute necrotizing severe pancreatitis,0
Pallative Medicine,PM,Acute necrotizing severe pancreatitis,MG0104A,Acute necrotizing severe pancreatitis,0
General medicine,MG,Pulmonary Thromboembolism ,MG0105A,Pulmonary Thromboembolism ,0
High end Medicine,HM,Pulmonary Thromboembolism ,MG0105A,Pulmonary Thromboembolism ,0
General medicine,MG,Diffuse alveolar Hemorrhage Associated with SLE/Vasculitis/GP Syndrome,MG0106A,Diffuse alveolar Hemorrhage Associated with SLE/Vasculitis/GP Syndrome,136000
High end Medicine,HM,Diffuse alveolar Hemorrhage Associated with SLE/ Vasculitis/ GP Syndrome,MG0106A,Diffuse alveolar Hemorrhage Associated with SLE/ Vasculitis/ GP Syndrome,136000
General medicine,MG,Severe/Refractory Vasculitis,MG0107A,Severe/Refractory Vasculitis,75000
High end Medicine,HM,Severe/ Refractory Vasculitis,MG0107A,Severe/ Refractory Vasculitis,75000
General medicine,MG,Acute liver failure/ Fulminant Hepatitis,MG0108A,Acute liver failure/ Fulminant Hepatitis,0
General medicine,MG,Pulmonary thromboembolism,MG0109A,Pulmonary thromboembolism,0
General Medicine,MG,Diarrohea,MG010A,Chronic diarrohea,0
HRP,HRP,Diarrohea,MG010A,Chronic diarrohea,0
Pallative Medicine,PM,Diarrohea,MG010A,Chronic diarrohea,0
Pediatric Medical Management,MG,Diarrohea,MG010A,Chronic diarrohea,0
Primay Care,PHCnCHC,Diarrohea,MG010A,Chronic diarrohea,0
General Medicine,MG,Diarrohea,MG010B,Persistent diarrohea,0
HRP,HRP,Diarrohea,MG010B,Persistent diarrohea,0
Pallative Medicine,PM,Diarrohea,MG010B,Persistent diarrohea,0
Pediatric Medical Management,MG,Diarrohea,MG010B,Persistent diarrohea,0
Primay Care,PHCnCHC,Diarrohea,MG010B,Persistent diarrohea,0
General medicine,MG,Acute liver failure,MG0110A,Acute liver failure,0
General medicine,MG,Pleural Effusion,MG0111A,Pleural Effusion,0
General medicine,MG,Hyberbilirubinemia,MG0112A,Hyberbilirubinemia,0
General medicine,MG,Polytrauma,MG0113A,Polytrauma,0
General medicine,MG,Trauma- FacioMaxillary,MG0113B,Trauma- FacioMaxillary,0
General medicine,MG,Trauma Hand injury,MG0113C,Trauma Hand injury,0
General medicine,MG,Trauma Rib fracture conservative,MG0113D,Trauma Rib fracture conservative,0
Primay Care,PHCnCHC,Trauma Rib fracture conservative,MG0113D,Trauma Rib fracture conservative,0
General medicine,MG,Trauma Blunt injury conservative,MG0113E,Trauma Blunt injury conservative,0
General medicine,MG,Trauma Contusion chest injury,MG0113F,Trauma Contusion chest injury,0
General medicine,MG,Oesophageal Varices Banding,MG0114A,Oesophageal Varices Banding,0
General Medicine,MG,Inflammatory Myopathy/ Myaesthenic Crisis ,MG0115A,Inflammatory Myopathy/ Myaesthenic Crisis (per day),2100
Pallative Medicine,PM,Inflammatory Myopathy/ Myaesthenic Crisis ,MG0115A,Inflammatory Myopathy/ Myaesthenic Crisis (per day),2100
Pediatric Medical Management,MG,Inflammatory Myopathy/ Myaesthenic Crisis ,MG0115A,Inflammatory Myopathy/ Myaesthenic Crisis (per day),2100
General Medicine,MG,Guillain Barre syndrome ,MG0116A,Guillain Barre syndrome (Plasmapheresis) (per day),2100
Pallative Medicine,PM,Guillain Barre syndrome ,MG0116A,Guillain Barre syndrome (Plasmapheresis) (per day),2100
Pediatric Medical Management,MG,Guillain Barre syndrome ,MG0116A,Guillain Barre syndrome (Plasmapheresis) (per day),2100
General Medicine,MG,Myasthenic crisis (Plasmapheresis),MG0116B,Myasthenic crisis (Plasmapheresis) (per day),2100
Pallative Medicine,PM,Myasthenic crisis (Plasmapheresis),MG0116B,Myasthenic crisis (Plasmapheresis) (per day),2100
Pediatric Medical Management,MG,Myasthenic crisis (Plasmapheresis),MG0116B,Myasthenic crisis (Plasmapheresis) (per day),2100
General Medicine,MG,Moyamoya revascularization,MG0117A,Moyamoya revascularization (per day),2100
Pallative Medicine,PM,Moyamoya revascularization,MG0117A,Moyamoya revascularization (per day),2100
Pediatric Medical Management,MG,Moyamoya revascularization,MG0117A,Moyamoya revascularization (per day),2100
General Medicine,MG,Evaluation of drug resistant epilepsy-Phase-1,MG0118A,Evaluation of drug resistant epilepsy-Phase-1 (per day),2100
Pallative Medicine,PM,Evaluation of drug resistant epilepsy-Phase-1,MG0118A,Evaluation of drug resistant epilepsy-Phase-1 (per day),2100
Pediatric Medical Management,MG,Evaluation of drug resistant epilepsy-Phase-1,MG0118A,Evaluation of drug resistant epilepsy-Phase-1 (per day),2100
General Medicine,MG,Drug resistant epilepsy,MG0119A,Drug resistant epilepsy (per day),2100
Pallative Medicine,PM,Drug resistant epilepsy,MG0119A,Drug resistant epilepsy (per day),2100
Pediatric Medical Management,MG,Drug resistant epilepsy,MG0119A,Drug resistant epilepsy (per day),2100
General Medicine,MG,Dysentery,MG011A,Dysentery,0
HRP,HRP,Dysentery,MG011A,Dysentery,0
Pallative Medicine,PM,Dysentery,MG011A,Dysentery,0
Pediatric Medical Management,MG,Dysentery,MG011A,Dysentery,0
Primay Care,PHCnCHC,Dysentery,MG011A,Dysentery,0
General Medicine,MG,Medical/ neuro rehablitation,MG0120A,"Comprehensive medical rehabilitation for spinal injury/ traumatic brain injury, CVA, Cerebral palsy with or without orthosis",25000
Pallative Medicine,PM,Medical/ neuro rehablitation,MG0120A,"Comprehensive medical rehabilitation for spinal injury/ traumatic brain injury, CVA, Cerebral palsy with or without orthosis",25000
Pediatric Medical Management,MG,Medical/ neuro rehablitation,MG0120A,"Comprehensive medical rehabilitation for spinal injury/ traumatic brain injury, CVA, Cerebral palsy with or without orthosis",25000
General Medicine,MG,Medical/ neuro rehablitation,MG0120B,"Comprehensive medical rehabilitation for of complication secondary to specified disanility/multiple disability including procedures,  chemodenevaration with or with out orthosis",35000
Pallative Medicine,PM,Medical/ neuro rehablitation,MG0120B,"Comprehensive medical rehabilitation for of complication secondary to specified disanility/multiple disability including procedures,  chemodenevaration with or with out orthosis",35000
Pediatric Medical Management,MG,Medical/ neuro rehablitation,MG0120B,"Comprehensive medical rehabilitation for of complication secondary to specified disanility/multiple disability including procedures,  chemodenevaration with or with out orthosis",35000
General Medicine,MG,Medical/ neuro rehablitation,MG0120C,Single event multiple level surgery for spasticity management in cerebral palsy,15000
Pallative Medicine,PM,Medical/ neuro rehablitation,MG0120C,Single event multiple level surgery for spasticity management in cerebral palsy,15000
Pediatric Medical Management,MG,Medical/ neuro rehablitation,MG0120C,Single event multiple level surgery for spasticity management in cerebral palsy,15000
General Medicine,MG,Medical/ neuro rehablitation,MG0120D,Medical rehabilitation of muscular dystrophy,7000
Pallative Medicine,PM,Medical/ neuro rehablitation,MG0120D,Medical rehabilitation of muscular dystrophy,7000
Pediatric Medical Management,MG,Medical/ neuro rehablitation,MG0120D,Medical rehabilitation of muscular dystrophy,7000
General Medicine,MG,Medical/ neuro rehablitation,MG0120E,Medical Rehabilitation intellectual dissability,7000
Pallative Medicine,PM,Medical/ neuro rehablitation,MG0120E,Medical Rehabilitation intellectual dissability,7000
Pediatric Medical Management,MG,Medical/ neuro rehablitation,MG0120E,Medical Rehabilitation intellectual dissability,7000
General Medicine,MG,Medical/ neuro rehablitation,MG0120F,Medical Rehabilitation  special learning  disability,7000
Pallative Medicine,PM,Medical/ neuro rehablitation,MG0120F,Medical Rehabilitation  special learning  disability,7000
Pediatric Medical Management,MG,Medical/ neuro rehablitation,MG0120F,Medical Rehabilitation  special learning  disability,7000
General Medicine,MG,Medical/ neuro rehablitation,MG0120G,Medical Rehabilitation multiple  disability,7000
Pallative Medicine,PM,Medical/ neuro rehablitation,MG0120G,Medical Rehabilitation multiple  disability,7000
Pediatric Medical Management,MG,Medical/ neuro rehablitation,MG0120G,Medical Rehabilitation multiple  disability,7000
General Medicine,MG,Acute viral hepatitis,MG012A,Acute viral hepatitis,0
